MonthDate,Final_NS,Channel,Orders Volume Temp
2023-01-12 00:00:00,102879.00000000019,Swiggy,423
2023-01-12 00:00:00,49999.909999999974,Zomato,211
2023-01-13 00:00:00,70063.60000000021,Dine In,453
2023-01-13 00:00:00,95891.0000000001,Swiggy,375
2023-01-13 00:00:00,84018.93000000002,Zomato,286
2023-01-14 00:00:00,113644.70000000013,Dine In,717
2023-01-14 00:00:00,91538.00000000015,Swiggy,353
2023-01-14 00:00:00,61608.43000000002,Zomato,251
2023-01-15 00:00:00,118435.06000000022,Dine In,725
2023-01-15 00:00:00,82874.99999999994,Swiggy,320
2023-01-15 00:00:00,47774.87999999998,Zomato,200
2023-01-16 00:00:00,65936.2200000001,Dine In,425
2023-01-16 00:00:00,91849.00000000022,Swiggy,362
2023-01-16 00:00:00,45389.23,Zomato,177
2023-01-17 00:00:00,60969.640000000094,Dine In,417
2023-01-17 00:00:00,82856.00000000004,Swiggy,313
2023-01-17 00:00:00,52319.81,Zomato,224
2023-01-18 00:00:00,51120.10000000011,Dine In,359
2023-01-18 00:00:00,185,Others,1
2023-01-18 00:00:00,83129.99999999993,Swiggy,331
2023-01-18 00:00:00,48861.29999999998,Zomato,218
2023-01-19 00:00:00,54232.400000000125,Dine In,376
2023-01-19 00:00:00,190,Others,1
2023-01-19 00:00:00,82769.99999999997,Swiggy,362
2023-01-19 00:00:00,50872.140000000014,Zomato,221
2023-01-20 00:00:00,52243.100000000166,Dine In,349
2023-01-20 00:00:00,93703.00000000015,Swiggy,378
2023-01-20 00:00:00,68126.14,Zomato,270
2023-01-21 00:00:00,93667.92000000001,Dine In,607
2023-01-21 00:00:00,125703.00000000015,Swiggy,454
2023-01-21 00:00:00,76790.56000000001,Zomato,307
2023-01-22 00:00:00,109778.2400000001,Dine In,735
2023-01-22 00:00:00,99369.00000000007,Swiggy,390
2023-01-22 00:00:00,68673.91999999998,Zomato,301
2023-01-23 00:00:00,47792.660000000054,Dine In,328
2023-01-23 00:00:00,86993,Swiggy,351
2023-01-23 00:00:00,53387.149999999994,Zomato,231
2023-01-24 00:00:00,50645.54000000011,Dine In,363
2023-01-24 00:00:00,86398.99999999999,Swiggy,367
2023-01-24 00:00:00,67489.67,Zomato,282
2023-01-25 00:00:00,66426.7800000001,Dine In,430
2023-01-25 00:00:00,295,Others,2
2023-01-25 00:00:00,93352.00000000019,Swiggy,353
2023-01-25 00:00:00,57103.49000000002,Zomato,266
2023-01-26 00:00:00,118725.50000000012,Dine In,725
2023-01-26 00:00:00,92206.00000000015,Swiggy,365
2023-01-26 00:00:00,64851.15,Zomato,260
2023-01-27 00:00:00,63087.24000000022,Dine In,407
2023-01-27 00:00:00,87781.99999999993,Swiggy,365
2023-01-27 00:00:00,61610.46000000001,Zomato,260
2023-01-28 00:00:00,109852.38000000016,Dine In,699
2023-01-28 00:00:00,105449.00000000012,Swiggy,394
2023-01-28 00:00:00,60964.579999999994,Zomato,259
2023-01-29 00:00:00,106991.50000000007,Dine In,740
2023-01-29 00:00:00,99322.00000000007,Swiggy,390
2023-01-29 00:00:00,71522.59000000001,Zomato,285
2023-01-30 00:00:00,45621.020000000084,Dine In,347
2023-01-30 00:00:00,85702.99999999993,Swiggy,351
2023-01-30 00:00:00,43025.23,Zomato,187
2023-01-31 00:00:00,58768.36000000014,Dine In,417
2023-01-31 00:00:00,85828.00000000006,Swiggy,352
2023-01-31 00:00:00,58937.87,Zomato,234
2023-02-01 00:00:00,59676.6400000001,Dine In,398
2023-02-01 00:00:00,341,Others,2
2023-02-01 00:00:00,78335.00000000006,Swiggy,348
2023-02-01 00:00:00,51794.89999999999,Zomato,207
2023-02-02 00:00:00,63654.12000000018,Dine In,419
2023-02-02 00:00:00,95896.00000000006,Swiggy,363
2023-02-02 00:00:00,56968.539999999986,Zomato,236
2023-02-03 00:00:00,66960.9400000001,Dine In,379
2023-02-03 00:00:00,495,Others,3
2023-02-03 00:00:00,119021.99999999993,Swiggy,413
2023-02-03 00:00:00,76766.54999999999,Zomato,306
2023-02-04 00:00:00,108892.8600000001,Dine In,703
2023-02-04 00:00:00,123163.0000000001,Swiggy,499
2023-02-04 00:00:00,78634.97999999997,Zomato,311
2023-02-05 00:00:00,115454.17999999998,Dine In,746
2023-02-05 00:00:00,215,Others,1
2023-02-05 00:00:00,109595.00000000015,Swiggy,425
2023-02-05 00:00:00,71067.08999999998,Zomato,288
2023-02-06 00:00:00,53283.960000000116,Dine In,376
2023-02-06 00:00:00,310,Others,1
2023-02-06 00:00:00,85193,Swiggy,341
2023-02-06 00:00:00,55441.130000000005,Zomato,232
2023-02-07 00:00:00,55777.36000000012,Dine In,369
2023-02-07 00:00:00,103191.00000000013,Swiggy,406
2023-02-07 00:00:00,65177.37999999997,Zomato,283
2023-02-08 00:00:00,55278.260000000155,Dine In,305
2023-02-08 00:00:00,111488.00000000004,Swiggy,432
2023-02-08 00:00:00,66174.97999999998,Zomato,272
2023-02-09 00:00:00,52887.76000000014,Dine In,307
2023-02-09 00:00:00,99540.00000000016,Swiggy,382
2023-02-09 00:00:00,43037.77999999999,Zomato,191
2023-02-10 00:00:00,64774.66000000017,Dine In,385
2023-02-10 00:00:00,186.29000000000002,Others,1
2023-02-10 00:00:00,135324,Swiggy,506
2023-02-10 00:00:00,60173.38000000001,Zomato,249
2023-02-11 00:00:00,117970.72000000009,Dine In,771
2023-02-11 00:00:00,123720.9999999999,Swiggy,464
2023-02-11 00:00:00,74983.79999999997,Zomato,282
2023-02-12 00:00:00,123555.52000000014,Dine In,828
2023-02-12 00:00:00,437.75,Others,2
2023-02-12 00:00:00,133273.99999999994,Swiggy,488
2023-02-12 00:00:00,67326.47,Zomato,274
2023-02-13 00:00:00,59733.44000000013,Dine In,310
2023-02-13 00:00:00,127.5,Others,1
2023-02-13 00:00:00,86642.99999999997,Swiggy,344
2023-02-13 00:00:00,55241.94999999999,Zomato,221
2023-02-14 00:00:00,74784.22000000004,Dine In,398
2023-02-14 00:00:00,115479.00000000017,Swiggy,450
2023-02-14 00:00:00,65244.329999999994,Zomato,270
2023-02-15 00:00:00,53497.7800000002,Dine In,281
2023-02-15 00:00:00,233.75,Others,1
2023-02-15 00:00:00,104438.00000000007,Swiggy,396
2023-02-15 00:00:00,59876.30000000002,Zomato,236
2023-02-16 00:00:00,52094.48000000008,Dine In,272
2023-02-16 00:00:00,102678.00000000015,Swiggy,401
2023-02-16 00:00:00,55585.73999999998,Zomato,225
2023-02-17 00:00:00,62917.90000000018,Dine In,356
2023-02-17 00:00:00,126729.9999999999,Swiggy,449
2023-02-17 00:00:00,82198.30999999997,Zomato,313
2023-02-18 00:00:00,90122.13999999985,Dine In,582
2023-02-18 00:00:00,80700.99999999996,Swiggy,315
2023-02-18 00:00:00,62345.27999999998,Zomato,253
2023-02-19 00:00:00,135704.63999999984,Dine In,789
2023-02-19 00:00:00,244.8,Others,1
2023-02-19 00:00:00,124189.00000000009,Swiggy,471
2023-02-19 00:00:00,76940.92999999998,Zomato,301
2023-02-20 00:00:00,53232.10000000001,Dine In,288
2023-02-20 00:00:00,90427.00000000004,Swiggy,362
2023-02-20 00:00:00,57586.60999999999,Zomato,256
2023-02-21 00:00:00,56193.34000000001,Dine In,297
2023-02-21 00:00:00,130.5,Others,1
2023-02-21 00:00:00,98398.00000000023,Swiggy,401
2023-02-21 00:00:00,58401.60999999998,Zomato,248
2023-02-22 00:00:00,54493.259999999995,Dine In,310
2023-02-22 00:00:00,99318.00000000017,Swiggy,385
2023-02-22 00:00:00,62306.18999999998,Zomato,267
2023-02-23 00:00:00,47794.420000000006,Dine In,256
2023-02-23 00:00:00,103811.00000000022,Swiggy,423
2023-02-23 00:00:00,71283.98999999996,Zomato,298
2023-02-24 00:00:00,69875.34,Dine In,408
2023-02-24 00:00:00,118596.00000000009,Swiggy,453
2023-02-24 00:00:00,79676.70999999996,Zomato,316
2023-02-25 00:00:00,122404.17999999986,Dine In,770
2023-02-25 00:00:00,129056.00000000017,Swiggy,477
2023-02-25 00:00:00,79949.19999999997,Zomato,324
2023-02-26 00:00:00,125328.2399999999,Dine In,770
2023-02-26 00:00:00,119004.0000000001,Swiggy,445
2023-02-26 00:00:00,73601.77999999997,Zomato,294
2023-02-27 00:00:00,52128.299999999996,Dine In,310
2023-02-27 00:00:00,280.5,Others,1
2023-02-27 00:00:00,88930.00000000007,Swiggy,353
2023-02-27 00:00:00,56272.80999999999,Zomato,227
2023-02-28 00:00:00,72219.68000000001,Dine In,383
2023-02-28 00:00:00,106906.99999999999,Swiggy,414
2023-02-28 00:00:00,66545.40999999997,Zomato,272
2023-03-01 00:00:00,62005.61999999999,Dine In,341
2023-03-01 00:00:00,95449.00000000017,Swiggy,370
2023-03-01 00:00:00,55942.529999999984,Zomato,235
2023-03-02 00:00:00,84367.87999999998,Dine In,488
2023-03-02 00:00:00,96002.00000000004,Swiggy,392
2023-03-02 00:00:00,64044.989999999976,Zomato,266
2023-03-03 00:00:00,104816.47999999998,Dine In,589
2023-03-03 00:00:00,314.5,Others,1
2023-03-03 00:00:00,111596.99999999999,Swiggy,434
2023-03-03 00:00:00,93045,Zomato,372
2023-03-04 00:00:00,117667.67999999998,Dine In,747
2023-03-04 00:00:00,382.5,Others,3
2023-03-04 00:00:00,136359.99999999983,Swiggy,501
2023-03-04 00:00:00,99593.39999999994,Zomato,400
2023-03-05 00:00:00,131087.20000000004,Dine In,799
2023-03-05 00:00:00,144.5,Others,1
2023-03-05 00:00:00,115288.00000000004,Swiggy,440
2023-03-05 00:00:00,79114.59999999999,Zomato,349
2023-03-06 00:00:00,56851.77999999998,Dine In,331
2023-03-06 00:00:00,395.25,Others,1
2023-03-06 00:00:00,98874.00000000007,Swiggy,378
2023-03-06 00:00:00,69374.50999999995,Zomato,305
2023-03-07 00:00:00,66571.66,Dine In,367
2023-03-07 00:00:00,109215.00000000004,Swiggy,378
2023-03-07 00:00:00,87988.97000000002,Zomato,353
2023-03-08 00:00:00,77876.46000000002,Dine In,475
2023-03-08 00:00:00,111480.00000000003,Swiggy,435
2023-03-08 00:00:00,81434.08000000002,Zomato,326
2023-03-09 00:00:00,55525.06,Dine In,309
2023-03-09 00:00:00,106593.00000000003,Swiggy,409
2023-03-09 00:00:00,67879.05999999998,Zomato,296
2023-03-10 00:00:00,69416.68000000005,Dine In,428
2023-03-10 00:00:00,99339.00000000007,Swiggy,368
2023-03-10 00:00:00,76316.49999999996,Zomato,312
2023-03-11 00:00:00,120881.89999999998,Dine In,748
2023-03-11 00:00:00,109651.00000000007,Swiggy,418
2023-03-11 00:00:00,97046.97,Zomato,363
2023-03-12 00:00:00,129492.22000000002,Dine In,848
2023-03-12 00:00:00,252.5,Others,2
2023-03-12 00:00:00,103134.00000000012,Swiggy,405
2023-03-12 00:00:00,78945.38999999997,Zomato,320
2023-03-13 00:00:00,68934.09999999995,Dine In,425
2023-03-13 00:00:00,78558.00000000003,Swiggy,315
2023-03-13 00:00:00,71537.08999999997,Zomato,280
2023-03-14 00:00:00,67580.09999999999,Dine In,379
2023-03-14 00:00:00,74649.99999999999,Swiggy,319
2023-03-14 00:00:00,70167.01999999997,Zomato,291
2023-03-15 00:00:00,72721.67999999998,Dine In,393
2023-03-15 00:00:00,178.5,Others,1
2023-03-15 00:00:00,99607.00000000013,Swiggy,377
2023-03-15 00:00:00,75894.06999999998,Zomato,305
2023-03-16 00:00:00,77421.14000000004,Dine In,369
2023-03-16 00:00:00,87553.99999999991,Swiggy,318
2023-03-16 00:00:00,58634.66999999999,Zomato,231
2023-03-17 00:00:00,72745.51999999999,Dine In,407
2023-03-17 00:00:00,116196.00000000001,Swiggy,421
2023-03-17 00:00:00,86345.98999999996,Zomato,322
2023-03-18 00:00:00,131517,Dine In,774
2023-03-18 00:00:00,395.25,Others,2
2023-03-18 00:00:00,94425.99999999999,Swiggy,327
2023-03-18 00:00:00,73901.62999999999,Zomato,286
2023-03-19 00:00:00,127915.86,Dine In,879
2023-03-19 00:00:00,131354.00000000006,Swiggy,492
2023-03-19 00:00:00,91758.33999999997,Zomato,363
2023-03-20 00:00:00,64471.499999999985,Dine In,341
2023-03-20 00:00:00,130,Others,1
2023-03-20 00:00:00,92944.00000000007,Swiggy,348
2023-03-20 00:00:00,87422.70999999999,Zomato,351
2023-03-21 00:00:00,79153.76000000004,Dine In,466
2023-03-21 00:00:00,100263.00000000007,Swiggy,389
2023-03-21 00:00:00,86969.17999999998,Zomato,349
2023-03-22 00:00:00,103087.58,Dine In,623
2023-03-22 00:00:00,97236.0000000001,Swiggy,372
2023-03-22 00:00:00,83988.34999999998,Zomato,349
2023-03-23 00:00:00,51719.51999999999,Dine In,300
2023-03-23 00:00:00,81503.99999999996,Swiggy,338
2023-03-23 00:00:00,70915.74999999997,Zomato,317
2023-03-24 00:00:00,52052.02,Dine In,321
2023-03-24 00:00:00,99726.00000000009,Swiggy,391
2023-03-24 00:00:00,84864.76999999997,Zomato,328
2023-03-25 00:00:00,116981.01999999997,Dine In,729
2023-03-25 00:00:00,113749.99999999996,Swiggy,424
2023-03-25 00:00:00,89580.56999999996,Zomato,360
2023-03-26 00:00:00,105490.91999999998,Dine In,765
2023-03-26 00:00:00,170,Others,1
2023-03-26 00:00:00,94623.00000000009,Swiggy,375
2023-03-26 00:00:00,80621.04000000001,Zomato,333
2023-03-27 00:00:00,48372.039999999986,Dine In,291
2023-03-27 00:00:00,78715.9999999999,Swiggy,307
2023-03-27 00:00:00,65502.349999999984,Zomato,282
2023-03-28 00:00:00,53820.740000000005,Dine In,324
2023-03-28 00:00:00,84115.99999999988,Swiggy,319
2023-03-28 00:00:00,66953.05999999998,Zomato,293
2023-03-29 00:00:00,55087.58000000001,Dine In,341
2023-03-29 00:00:00,85513.99999999984,Swiggy,355
2023-03-29 00:00:00,79375.78999999996,Zomato,318
2023-03-30 00:00:00,90786.82,Dine In,477
2023-03-30 00:00:00,157.25,Others,1
2023-03-30 00:00:00,92623.99999999991,Swiggy,371
2023-03-30 00:00:00,76939.65999999995,Zomato,322
2023-03-31 00:00:00,61245.37999999998,Dine In,358
2023-03-31 00:00:00,111287.00000000003,Swiggy,435
2023-03-31 00:00:00,181086.64000000013,Zomato,737
2023-04-01 00:00:00,133739.08,Dine In,834
2023-04-01 00:00:00,299.2,Others,1
2023-04-01 00:00:00,114175.99999999999,Swiggy,418
2023-04-01 00:00:00,85040.81000000001,Zomato,320
2023-04-02 00:00:00,129951.59999999999,Dine In,881
2023-04-02 00:00:00,314.49,Others,2
2023-04-02 00:00:00,103367.00000000012,Swiggy,389
2023-04-02 00:00:00,62167.320000000014,Zomato,238
2023-04-03 00:00:00,48150.98000000001,Dine In,291
2023-04-03 00:00:00,90175.00000000019,Swiggy,358
2023-04-03 00:00:00,68001.77999999997,Zomato,263
2023-04-04 00:00:00,55042.63999999997,Dine In,362
2023-04-04 00:00:00,242.25,Others,1
2023-04-04 00:00:00,92836.00000000013,Swiggy,384
2023-04-04 00:00:00,80057.09999999998,Zomato,320
2023-04-05 00:00:00,61744.28000000001,Dine In,395
2023-04-05 00:00:00,161.5,Others,1
2023-04-05 00:00:00,95511.00000000004,Swiggy,361
2023-04-05 00:00:00,76156.58,Zomato,312
2023-04-06 00:00:00,62794.900000000016,Dine In,399
2023-04-06 00:00:00,144.5,Others,1
2023-04-06 00:00:00,119173.0000000001,Swiggy,440
2023-04-06 00:00:00,70568.62999999998,Zomato,292
2023-04-07 00:00:00,100510.08000000002,Dine In,622
2023-04-07 00:00:00,112979.00000000004,Swiggy,437
2023-04-07 00:00:00,73068.08999999997,Zomato,310
2023-04-08 00:00:00,123341.45999999998,Dine In,793
2023-04-08 00:00:00,128198.99999999988,Swiggy,475
2023-04-08 00:00:00,84101.52999999997,Zomato,326
2023-04-09 00:00:00,122974.78,Dine In,803
2023-04-09 00:00:00,123185.00000000007,Swiggy,448
2023-04-09 00:00:00,69152.55999999995,Zomato,288
2023-04-10 00:00:00,49157.62000000001,Dine In,321
2023-04-10 00:00:00,157.25,Others,1
2023-04-10 00:00:00,95047.99999999999,Swiggy,383
2023-04-10 00:00:00,54523.62999999998,Zomato,233
2023-04-11 00:00:00,58325.43999999998,Dine In,345
2023-04-11 00:00:00,99671.0000000001,Swiggy,395
2023-04-11 00:00:00,61673.340000000004,Zomato,266
2023-04-12 00:00:00,52365.479999999996,Dine In,330
2023-04-12 00:00:00,105644.00000000012,Swiggy,414
2023-04-12 00:00:00,66048.02999999998,Zomato,285
2023-04-13 00:00:00,56295.66,Dine In,334
2023-04-13 00:00:00,408,Others,1
2023-04-13 00:00:00,118054.00000000007,Swiggy,441
2023-04-13 00:00:00,72014.10999999997,Zomato,288
2023-04-14 00:00:00,84909.75999999998,Dine In,550
2023-04-14 00:00:00,107832.00000000004,Swiggy,396
2023-04-14 00:00:00,81104.22,Zomato,309
2023-04-15 00:00:00,120705.58,Dine In,802
2023-04-15 00:00:00,454.75,Others,2
2023-04-15 00:00:00,115613.99999999999,Swiggy,418
2023-04-15 00:00:00,88647.15999999996,Zomato,350
2023-04-16 00:00:00,121187.51999999997,Dine In,830
2023-04-16 00:00:00,103522.0000000001,Swiggy,384
2023-04-16 00:00:00,89433.02999999998,Zomato,341
2023-04-17 00:00:00,44951.71999999999,Dine In,261
2023-04-17 00:00:00,80780.99999999994,Swiggy,319
2023-04-17 00:00:00,63336.99,Zomato,242
2023-04-18 00:00:00,49715.21999999998,Dine In,299
2023-04-18 00:00:00,397.75,Others,2
2023-04-18 00:00:00,93319.00000000015,Swiggy,369
2023-04-18 00:00:00,60772.94999999999,Zomato,244
2023-04-19 00:00:00,48262.04,Dine In,335
2023-04-19 00:00:00,323,Others,2
2023-04-19 00:00:00,111844.00000000012,Swiggy,448
2023-04-19 00:00:00,63994.320000000014,Zomato,249
2023-04-20 00:00:00,51308.62000000002,Dine In,353
2023-04-20 00:00:00,112889.99999999997,Swiggy,452
2023-04-20 00:00:00,67842.66999999998,Zomato,261
2023-04-21 00:00:00,66792.21999999999,Dine In,421
2023-04-21 00:00:00,120025.99999999985,Swiggy,446
2023-04-21 00:00:00,78834.92999999998,Zomato,283
2023-04-22 00:00:00,144975.0199999999,Dine In,913
2023-04-22 00:00:00,161.5,Others,1
2023-04-22 00:00:00,132068.99999999977,Swiggy,517
2023-04-22 00:00:00,89939.85999999999,Zomato,336
2023-04-23 00:00:00,151071.56,Dine In,915
2023-04-23 00:00:00,128237.99999999996,Swiggy,487
2023-04-23 00:00:00,81328.08999999998,Zomato,303
2023-04-24 00:00:00,65729.17999999996,Dine In,429
2023-04-24 00:00:00,114.75,Others,1
2023-04-24 00:00:00,100037.00000000007,Swiggy,367
2023-04-24 00:00:00,64440.36999999998,Zomato,258
2023-04-25 00:00:00,70380.39999999998,Dine In,453
2023-04-25 00:00:00,78430,Swiggy,298
2023-04-25 00:00:00,53654.399999999994,Zomato,211
2023-04-26 00:00:00,68995.96000000002,Dine In,460
2023-04-26 00:00:00,318.75,Others,1
2023-04-26 00:00:00,100484.00000000001,Swiggy,375
2023-04-26 00:00:00,90273.88999999998,Zomato,334
2023-04-27 00:00:00,68511.67999999996,Dine In,423
2023-04-27 00:00:00,127.5,Others,1
2023-04-27 00:00:00,125300.00000000001,Swiggy,472
2023-04-27 00:00:00,77549.18,Zomato,292
2023-04-28 00:00:00,73373.99999999999,Dine In,464
2023-04-28 00:00:00,117256.0000000001,Swiggy,441
2023-04-28 00:00:00,89538.96999999997,Zomato,318
2023-04-29 00:00:00,136262.61999999997,Dine In,803
2023-04-29 00:00:00,118214.00000000001,Swiggy,464
2023-04-29 00:00:00,100905.73,Zomato,376
2023-04-30 00:00:00,164394.7199999999,Dine In,1054
2023-04-30 00:00:00,268,Others,1
2023-04-30 00:00:00,99441.99999999999,Swiggy,377
2023-04-30 00:00:00,76905.47,Zomato,302
2023-05-01 00:00:00,117659.75999999998,Dine In,747
2023-05-01 00:00:00,152,Others,1
2023-05-01 00:00:00,117985.99999999994,Swiggy,432
2023-05-01 00:00:00,63820.11,Zomato,250
2023-05-02 00:00:00,64523.68,Dine In,402
2023-05-02 00:00:00,127.5,Others,1
2023-05-02 00:00:00,145072.9999999999,Swiggy,585
2023-05-02 00:00:00,72518.85999999999,Zomato,284
2023-05-03 00:00:00,66405.65999999997,Dine In,354
2023-05-03 00:00:00,249,Others,1
2023-05-03 00:00:00,158666.99999999974,Swiggy,637
2023-05-03 00:00:00,101816.69999999997,Zomato,409
2023-05-04 00:00:00,52179.02,Dine In,321
2023-05-04 00:00:00,604,Others,2
2023-05-04 00:00:00,145831.99999999994,Swiggy,581
2023-05-04 00:00:00,97224.64,Zomato,359
2023-05-05 00:00:00,75332.58,Dine In,461
2023-05-05 00:00:00,705,Others,3
2023-05-05 00:00:00,161594.99999999985,Swiggy,605
2023-05-05 00:00:00,127002.66999999994,Zomato,475
2023-05-06 00:00:00,134801.54000000004,Dine In,825
2023-05-06 00:00:00,570,Others,3
2023-05-06 00:00:00,181728.0000000003,Swiggy,692
2023-05-06 00:00:00,131058.73999999996,Zomato,485
2023-05-07 00:00:00,144122.66000000003,Dine In,908
2023-05-07 00:00:00,610,Others,2
2023-05-07 00:00:00,170972.9999999996,Swiggy,658
2023-05-07 00:00:00,127902.15999999996,Zomato,480
2023-05-08 00:00:00,61594.520000000004,Dine In,372
2023-05-08 00:00:00,779,Others,2
2023-05-08 00:00:00,127071,Swiggy,526
2023-05-08 00:00:00,101870.93,Zomato,401
2023-05-09 00:00:00,60647.56,Dine In,405
2023-05-09 00:00:00,370,Others,2
2023-05-09 00:00:00,146970.99999999994,Swiggy,573
2023-05-09 00:00:00,106784.85999999996,Zomato,420
2023-05-10 00:00:00,83221.37999999999,Dine In,522
2023-05-10 00:00:00,725,Others,3
2023-05-10 00:00:00,133054.00000000003,Swiggy,507
2023-05-10 00:00:00,124371.34999999998,Zomato,475
2023-05-11 00:00:00,68785.51999999999,Dine In,464
2023-05-11 00:00:00,1265,Others,4
2023-05-11 00:00:00,155967.99999999948,Swiggy,597
2023-05-11 00:00:00,123479.70000000003,Zomato,493
2023-05-12 00:00:00,74380.79999999999,Dine In,474
2023-05-12 00:00:00,375,Others,2
2023-05-12 00:00:00,171620.99999999977,Swiggy,622
2023-05-12 00:00:00,145951.52,Zomato,527
2023-05-13 00:00:00,147827,Dine In,928
2023-05-13 00:00:00,1320,Others,5
2023-05-13 00:00:00,181563.00000000012,Swiggy,691
2023-05-13 00:00:00,156087.36000000007,Zomato,584
2023-05-14 00:00:00,157541.12000000008,Dine In,1025
2023-05-14 00:00:00,690,Others,3
2023-05-14 00:00:00,153803.00000000003,Swiggy,601
2023-05-14 00:00:00,149595.60999999993,Zomato,569
2023-05-15 00:00:00,50024.18000000002,Dine In,350
2023-05-15 00:00:00,215,Others,1
2023-05-15 00:00:00,122545,Swiggy,479
2023-05-15 00:00:00,109631.37,Zomato,433
2023-05-16 00:00:00,64457.259999999995,Dine In,372
2023-05-16 00:00:00,644,Others,2
2023-05-16 00:00:00,172516.9999999996,Swiggy,676
2023-05-16 00:00:00,130409.62999999998,Zomato,514
2023-05-17 00:00:00,70489.08,Dine In,447
2023-05-17 00:00:00,1619,Others,6
2023-05-17 00:00:00,139402,Swiggy,531
2023-05-17 00:00:00,127302.09,Zomato,522
2023-05-18 00:00:00,68576.20000000003,Dine In,475
2023-05-18 00:00:00,357,Others,2
2023-05-18 00:00:00,157455.99999999985,Swiggy,601
2023-05-18 00:00:00,123441.81,Zomato,481
2023-05-19 00:00:00,86349.62,Dine In,564
2023-05-19 00:00:00,177741.9999999998,Swiggy,673
2023-05-19 00:00:00,149248.53000000003,Zomato,570
2023-05-20 00:00:00,147831.87999999998,Dine In,963
2023-05-20 00:00:00,380,Others,1
2023-05-20 00:00:00,174782.99999999956,Swiggy,673
2023-05-20 00:00:00,170713.47000000006,Zomato,617
2023-05-21 00:00:00,142629.46000000005,Dine In,956
2023-05-21 00:00:00,380,Others,2
2023-05-21 00:00:00,156837.9999999999,Swiggy,617
2023-05-21 00:00:00,161794.7000000001,Zomato,622
2023-05-22 00:00:00,66251.05999999997,Dine In,436
2023-05-22 00:00:00,1364,Others,4
2023-05-22 00:00:00,123477.00000000001,Swiggy,481
2023-05-22 00:00:00,129222.57000000002,Zomato,499
2023-05-23 00:00:00,71580.57999999999,Dine In,487
2023-05-23 00:00:00,474,Others,2
2023-05-23 00:00:00,153819.9999999998,Swiggy,576
2023-05-23 00:00:00,142506.41999999995,Zomato,570
2023-05-24 00:00:00,62130.84,Dine In,435
2023-05-24 00:00:00,157,Others,1
2023-05-24 00:00:00,126945.99999999996,Swiggy,512
2023-05-24 00:00:00,133759.91,Zomato,528
2023-05-25 00:00:00,57747.57999999999,Dine In,385
2023-05-25 00:00:00,305,Others,1
2023-05-25 00:00:00,149583.99999999997,Swiggy,584
2023-05-25 00:00:00,111626.30000000003,Zomato,434
2023-05-26 00:00:00,74196.87999999998,Dine In,460
2023-05-26 00:00:00,540,Others,3
2023-05-26 00:00:00,161705.99999999956,Swiggy,637
2023-05-26 00:00:00,150841.57000000004,Zomato,561
2023-05-27 00:00:00,137165.86000000004,Dine In,886
2023-05-27 00:00:00,560,Others,2
2023-05-27 00:00:00,163148.99999999968,Swiggy,646
2023-05-27 00:00:00,159698.69000000003,Zomato,574
2023-05-28 00:00:00,128207.34000000003,Dine In,912
2023-05-28 00:00:00,178899.99999999965,Swiggy,656
2023-05-28 00:00:00,139189.71000000002,Zomato,531
2023-05-29 00:00:00,63792.06,Dine In,434
2023-05-29 00:00:00,1040,Others,3
2023-05-29 00:00:00,156476.00000000012,Swiggy,539
